,t1,t2,t3,t4,energy,old duration,lost,dead,duration
0,6,5,61,1,39228.033500000085,275,215,100000000000000,72
1,5,5,82,1,39230.08043750007,295,211,100000000000000,92
2,7,4,56,0,39238.688281250055,323,192,100000000000000,67
3,5,5,230,1,39244.80521875008,443,192,100000000000000,240
4,6,4,230,0,39245.238843750085,286,217,100000000000000,240
5,6,5,54,1,39245.55962500007,268,185,100000000000000,65
6,7,5,88,1,39259.52071875004,303,210,100000000000000,100
7,5,6,229,1,39384.12665625003,442,178,100000000000000,240
8,6,6,31,1,39387.659937500066,245,187,100000000000000,43
9,7,4,16,0,39406.282812500016,292,165,100000000000000,27
10,6,4,8,0,39407.32734375005,238,212,100000000000000,18
11,6,5,69,1,39407.46896875003,283,200,100000000000000,80
12,6,6,98,1,39410.227343750026,312,211,100000000000000,110
13,6,5,203,1,39411.85206250002,417,186,100000000000000,214
14,6,5,12,1,39417.716562500034,226,186,100000000000000,23
15,7,6,157,1,39418.87646875007,372,180,100000000000000,170
16,7,5,99,1,39421.22737500002,314,173,100000000000000,111
17,6,4,162,0,39424.65803125002,289,194,100000000000000,172
18,5,4,212,0,39427.24096875006,336,205,100000000000000,221
19,7,5,31,1,39431.56950000001,246,200,100000000000000,43
20,6,5,11,1,39432.918187500036,225,200,100000000000000,22
21,6,6,196,1,39435.65512500007,410,207,100000000000000,208
22,7,4,119,0,39437.399187500036,282,173,100000000000000,130
23,4,5,231,1,39439.778375000016,443,213,100000000000000,240
24,7,5,163,1,39454.70703125004,378,204,100000000000000,175
25,7,7,126,1,39540.056343750046,341,221,100000000000000,140
26,6,7,13,1,39553.33062500007,227,200,100000000000000,26
27,5,7,136,1,39556.08146875008,349,198,100000000000000,148
28,5,4,149,0,39561.38990625005,342,194,100000000000000,158
29,5,4,9,0,39579.81981250003,384,180,100000000000000,18
30,5,6,11,1,39582.7518125,224,185,100000000000000,22
31,5,4,231,0,39588.01343750004,299,188,100000000000000,240
32,6,7,33,1,39589.624031250096,247,200,100000000000000,46
33,6,7,13,1,39592.73446875005,227,194,100000000000000,26
34,6,6,97,1,39594.02690625002,311,168,100000000000000,109
35,6,7,148,1,39597.4048437501,362,230,100000000000000,161
36,5,3,231,0,39598.20571875005,275,173,100000000000000,239
37,6,7,106,1,39599.73615625007,320,193,100000000000000,119
38,5,4,231,0,39602.16925000002,280,185,100000000000000,240
39,5,4,168,0,39608.531718750055,304,193,100000000000000,177
40,7,4,11,0,39610.59565625003,311,183,100000000000000,22
41,6,7,199,1,39615.63696875007,413,199,100000000000000,212
42,4,4,232,0,39616.85659375002,375,197,100000000000000,240
43,5,6,11,1,39618.729031250026,224,192,100000000000000,22
44,5,4,75,0,39627.58018750002,295,207,100000000000000,84
45,7,4,229,0,39680.38318750005,388,176,100000000000000,240
46,6,8,144,1,39700.19471875004,358,182,100000000000000,158
47,4,8,43,1,39711.030218750064,255,190,100000000000000,55
48,7,8,170,1,39717.55362500007,385,185,100000000000000,185
49,5,8,13,1,39730.24071875007,226,178,100000000000000,26
50,7,7,161,1,39744.96834375004,376,173,100000000000000,175
51,6,7,164,1,39746.90518750004,378,167,100000000000000,177
52,7,4,11,0,39750.669812500026,307,175,100000000000000,22
53,5,7,228,1,39751.21765625003,441,185,100000000000000,240
54,4,8,29,1,39751.554500000064,241,198,100000000000000,41
55,4,7,229,1,39753.135031250036,441,198,100000000000000,240
56,6,4,57,0,39759.31278125002,237,179,100000000000000,67
57,4,4,232,0,39761.52265625004,349,177,100000000000000,240
58,4,4,181,0,39830.49400000007,364,205,100000000000000,189
59,4,4,232,0,39847.78568750007,241,197,100000000000000,240
60,6,4,54,0,39848.90968750009,422,166,100000000000000,64
61,4,9,226,1,39852.439843750064,438,185,100000000000000,239
62,6,4,231,0,39853.60275000005,280,217,100000000000000,241
63,6,9,15,1,39854.34184375005,229,192,100000000000000,30
64,4,9,107,1,39862.88184375005,319,196,100000000000000,120
65,6,4,68,0,39876.37603125008,241,170,100000000000000,78
66,5,9,183,1,39881.99387500007,396,203,100000000000000,197
67,7,4,10,0,39888.04828125007,332,187,100000000000000,21
68,5,8,133,1,39893.06862500002,346,189,100000000000000,146
69,6,9,74,1,39894.09396875005,288,187,100000000000000,89
70,7,8,169,1,39900.165687500026,384,170,100000000000000,184
71,6,4,47,0,39902.88321875,299,174,100000000000000,57
72,4,4,8,0,39905.099281250026,242,190,100000000000000,16
73,7,4,231,0,39905.78162500002,388,187,100000000000000,242
74,7,5,228,0,40001.79706250007,443,163,100000000000000,240
75,5,5,152,0,40035.143093750055,365,194,100000000000000,162
76,7,4,229,0,40036.18812500003,307,150,100000000000000,240
77,6,9,100,1,40037.08768750003,314,175,100000000000000,115
78,4,9,73,1,40041.39884375004,285,175,100000000000000,86
79,7,4,229,0,40053.17862500002,318,167,100000000000000,240
80,4,9,199,1,40064.002406250016,411,167,100000000000000,212
81,7,5,228,0,40064.69515625005,443,202,100000000000000,240
82,5,5,10,0,40068.616000000045,223,197,100000000000000,20
83,6,5,229,0,40084.06115625005,443,207,100000000000000,240
84,4,5,55,0,40086.001906250036,267,179,100000000000000,64
