,pop,energy,duration,lost,dead
0,[    7     9 15609     0],65999.36934415624,28205,0,100000000000000
1,[   6    9 8718    0],65985.75988171881,16644,0,100000000000000
2,[   6    9 7041    0],65992.72694746878,18129,0,100000000000000
3,[   7    9 6509    0],65985.56843631256,25640,0,100000000000000
4,[   5    9 1452    0],65998.75699,21523,0,100000000000000
5,[    6     9 15609     0],65983.83934293756,28605,0,100000000000000
6,[   5    9 5204    0],65998.9586064375,29274,0,100000000000000
7,[    7     9 11213     0],65997.82966059375,21984,0,100000000000000
8,[   7    9 6527    0],65999.60759856249,27078,0,100000000000000
9,[    7     9 10095     0],65986.85088646879,27018,0,100000000000000
10,[    6     9 12153     0],65987.31951553129,25683,0,100000000000000
11,[    7     9 15609     0],65984.37046506256,24304,0,100000000000000
12,[    5     9 15611     0],65997.42594453125,28240,0,100000000000000
13,[    6     9 14564     0],65980.92266309384,28092,0,100000000000000
14,[   5    9 6973    0],65999.34512559375,19386,0,100000000000000
15,[    7     9 10571     0],65998.027173375,22721,0,100000000000000
16,[    5     9 15611     0],65999.58495184375,24908,0,100000000000000
17,[   5    9 6511    0],65998.6651071875,23852,0,100000000000000
18,[ 5  9 14  0],65992.86047378127,17655,0,100000000000000
19,[   7    9 1014    0],65995.297173375,21063,0,100000000000000
20,[    5     9 15611     0],65991.45870375003,17742,0,100000000000000
21,[   6    9 8330    0],65986.34757850003,16791,0,100000000000000
22,[   6    9 4435    0],65991.08291031253,24360,0,100000000000000
23,[    5     9 11293     0],65981.15728690634,19236,0,100000000000000
24,[    7     9 10265     0],65996.44954728126,19070,0,100000000000000
25,[    7     9 15609     0],65985.1999785313,19923,0,100000000000000
26,[    7     9 15609     0],65992.55426993752,30405,0,100000000000000
27,[    7     9 11295     0],65993.86979937501,29302,0,100000000000000
28,[    6     9 12153     0],65996.412308875,15213,0,100000000000000
29,[    5     9 15611     0],65998.74213674999,18916,0,100000000000000
30,[    2     9 12482     1],65988.20566493754,27500,0,100000000000000
31,[    3     5 10263     1],65990.23859225004,25282,0,100000000000000
32,[   5    1 9086    0],65992.98386481252,24107,0,100000000000000
33,[    5     7 10622     0],65999.20758353126,25643,0,100000000000000
34,[    6     9 15610     1],65999.58901324999,30632,0,100000000000000
35,[1 4 5 1],65975.44470165635,15022,0,100000000000000
36,[    2     5 12321     0],65984.82933306256,27339,0,100000000000000
37,[   5    5 7555    0],65997.71762559377,22576,0,100000000000000
38,[   7    2 9305    0],65994.09199496875,24328,0,100000000000000
39,[    4     7 15356     1],65998.22108371874,30376,0,100000000000000
40,[   4    2 3478    1],65993.12316959379,18498,0,100000000000000
41,[   7    1 9286    0],65993.20038728126,24309,0,100000000000000
42,[   7    3 8328    0],65995.14193600001,23351,0,100000000000000
43,[    2     8 13074     1],65987.20386018754,28092,0,100000000000000
44,[    4     2 11340     0],65992.61001987504,26360,0,100000000000000
45,[   6    8 5322    0],65999.44719453125,20344,0,100000000000000
46,[ 7  4 11  0],65996.44974768751,15034,0,100000000000000
47,[   6    6 8829    0],65998.63476956252,23851,0,100000000000000
48,[   3    3 2176    1],65989.7487300313,17195,0,100000000000000
49,[  7   7 435   0],65998.91853278124,15458,0,100000000000000
50,[   5    6 7611    1],65998.849787625,22632,0,100000000000000
51,[5 4 9 1],65996.53881581253,15030,0,100000000000000
52,[   1    5 8796    1],65977.09845165633,23813,0,100000000000000
53,[    6     6 11369     0],65998.89459100002,26391,0,100000000000000
54,[    5     1 15619     0],65992.54861575001,30640,0,100000000000000
55,[    5     2 14380     0],65994.25265753127,29401,0,100000000000000
56,[    2     8 15617     1],65987.20381650004,30635,0,100000000000000
57,[ 5  7 12  0],65999.2138485625,15033,0,100000000000000
58,[   3    6 7914    1],65992.34425662503,22933,0,100000000000000
59,[   5    6 9455    1],65999.08486084375,24476,0,100000000000000
60,[    6     8 10704     0],65999.37362487499,25726,0,100000000000000
61,[    5     4 15616     0],65996.87059209376,30637,0,100000000000000
62,[    4     7 15614     0],65998.29282609373,30634,0,100000000000000
63,[   6    9 4471    0],65999.6087456875,19493,0,100000000000000
64,[   4    9 5858    0],65998.7583105,20878,0,100000000000000
65,[    4     5 14534     0],65997.238788625,29554,0,100000000000000
66,[    1     9 13098     1],65980.82734056257,28115,0,100000000000000
67,[   4    3 7129    1],65994.93420778128,22149,0,100000000000000
68,[    5     6 15614     0],65998.97468996876,30635,0,100000000000000
69,[5 4 9 1],65996.38678434376,15030,0,100000000000000
70,[    6     4 13444     1],65996.33361784376,28466,0,100000000000000
71,[   6    7 9286    1],65999.22178206251,24308,0,100000000000000
72,[    7     5 13217     0],65995.02870375001,28240,0,100000000000000
73,[ 2  8 13  1],65986.43803556255,15031,0,100000000000000
74,[    1     7 14420     1],65978.71349981257,29437,0,100000000000000
75,[    6     4 15615     0],65996.6866416875,30637,0,100000000000000
76,[   7    7 3047    1],65999.27426187499,18070,0,100000000000000
77,[  5   2 541   1],65991.3625044688,15562,0,100000000000000
78,[    3     1 14374     1],65985.61995871882,29393,0,100000000000000
79,[    6     7 15432     0],65999.00369918751,30454,0,100000000000000
80,[   4    9 5046    1],65998.74606546875,20066,0,100000000000000
81,[    3     7 13940     1],65993.42506418753,28959,0,100000000000000
82,[   3    9 3679    1],65991.36554806253,18698,0,100000000000000
83,[    5     6 15614     0],65998.733003375,30635,0,100000000000000
84,[   1    5 4518    1],65977.43244912509,19535,0,100000000000000
85,[    7     2 11530     0],65994.29797118752,26553,0,100000000000000
86,[    5     4 15386     1],65996.27698003125,30407,0,100000000000000
87,[    6     7 15612     0],65997.18120603127,30634,0,100000000000000
88,[ 4  8 12  1],65998.40528959375,15032,0,100000000000000
89,[   6    6 6452    1],65995.87749990627,21474,0,100000000000000
90,[    7     6 10704     0],65998.793001875,25727,0,100000000000000
91,[   6    5 4656    0],65997.76309437501,19678,0,100000000000000
92,[   5    7 3817    1],65999.16926187501,18838,0,100000000000000
93,[    6     4 14110     0],65996.2487274375,29132,0,100000000000000
94,[   3    6 8332    1],65991.21119468752,23351,0,100000000000000
95,[    6     3 15295     0],65995.48665809378,30317,0,100000000000000
96,[    7     9 12314     0],65999.6024760625,27337,0,100000000000000
97,[   5    8 3469    1],65999.32359931248,18490,0,100000000000000
98,[   5    3 7119    1],65994.59767765627,22140,0,100000000000000
99,[   5    3 4476    0],65995.43069056251,19497,0,100000000000000
100,[ 5  7 12  1],65999.00697774999,15033,0,100000000000000
101,[   1    9 2211    1],65980.82734056257,17228,0,100000000000000
102,[   6    5 9420    1],65997.69022246875,24442,0,100000000000000
103,[    2     7 12846     1],65985.01622625004,27864,0,100000000000000
104,[   5    2 8423    0],65994.03174590626,23444,0,100000000000000
105,[    5     3 15617     0],65994.92695834376,30638,0,100000000000000
106,[    6     5 15614     1],65997.8844186875,30636,0,100000000000000
107,[   4    9 8270    1],65998.3184355,23290,0,100000000000000
108,[    7     7 10117     1],65997.3737613125,25140,0,100000000000000
109,[    4     6 12092     1],65997.53295321875,27112,0,100000000000000
110,[   4    6 1387    1],65998.01149396876,16407,0,100000000000000
