,t1,t2,t3,t4,energy,old duration,lost,dead,duration
0,5,5,10,1,43994.135200624914,179,54,100000000000000,20
1,7,4,229,0,43994.16104343741,275,69,100000000000000,240
2,6,5,120,1,43994.16860812492,290,45,100000000000000,131
3,6,5,103,1,43994.181293437425,273,64,100000000000000,114
4,7,5,223,1,43994.185202187415,394,54,100000000000000,235
5,4,4,8,0,43994.24166937493,308,66,100000000000000,16
6,6,5,11,1,43994.24381406242,181,70,100000000000000,22
7,5,6,116,1,43994.28413812491,285,46,100000000000000,127
8,5,5,75,1,43994.293775937425,244,65,100000000000000,85
9,6,5,228,1,43994.30170999992,398,54,100000000000000,239
10,6,6,147,1,43994.311409999915,317,44,100000000000000,159
11,5,3,117,0,43994.31710656242,346,72,100000000000000,125
12,7,5,176,1,43994.33870843741,347,62,100000000000000,188
13,7,6,13,1,43994.34360499992,184,47,100000000000000,26
14,4,6,83,1,43994.3769662499,251,46,100000000000000,93
15,5,4,9,0,43994.39350249992,359,50,100000000000000,18
16,7,6,78,1,43994.398061874934,249,55,100000000000000,91
17,7,4,154,0,43994.429461249914,298,46,100000000000000,165
18,7,6,231,1,43994.44180406242,402,58,100000000000000,244
19,6,5,229,1,43994.44697593742,399,56,100000000000000,240
20,7,6,67,1,43994.455262812415,238,46,100000000000000,80
21,6,5,11,1,43994.45895937492,181,56,100000000000000,22
22,6,5,134,1,43994.487893437414,304,43,100000000000000,145
23,4,3,70,0,43994.49041624992,381,48,100000000000000,77
24,6,6,201,1,43994.509484687434,371,46,100000000000000,213
25,7,5,157,1,43994.52709906241,328,51,100000000000000,169
26,6,5,216,1,43994.62292843742,386,47,100000000000000,227
27,5,5,34,1,43994.633098749924,203,58,100000000000000,44
28,7,4,199,0,43994.64984312492,289,51,100000000000000,210
29,5,7,228,1,43994.67564249993,397,45,100000000000000,240
30,4,6,148,1,43994.685336874914,316,45,100000000000000,158
31,5,2,196,0,43994.68930499991,274,38,100000000000000,203
32,5,7,190,1,43994.69609656241,359,53,100000000000000,202
33,6,6,217,1,43994.741224999925,387,47,100000000000000,229
34,4,6,97,1,43994.74160937491,265,46,100000000000000,107
35,7,4,228,0,43994.76370187492,212,48,100000000000000,239
36,6,3,181,0,43994.814402812415,218,43,100000000000000,190
37,5,7,174,1,43994.81585843741,343,50,100000000000000,186
38,6,6,214,1,43994.8506353124,384,46,100000000000000,226
39,4,7,229,1,43994.88985593743,397,52,100000000000000,240
40,6,4,144,0,43994.934688437424,235,50,100000000000000,154
41,6,4,59,0,43994.957963437424,250,60,100000000000000,69
42,4,3,163,0,43995.01523031241,233,45,100000000000000,170
43,5,8,108,1,43995.02831218743,277,50,100000000000000,121
44,5,3,8,0,43995.03388999993,215,56,100000000000000,16
45,7,4,142,0,43995.03493312493,189,43,100000000000000,153
46,4,8,188,1,43995.049890624934,356,54,100000000000000,200
47,6,7,218,1,43995.052500937425,388,48,100000000000000,231
48,4,8,58,1,43995.057930624935,226,50,100000000000000,70
49,7,7,28,1,43995.05867843743,199,51,100000000000000,42
50,5,4,9,0,43995.08741624993,245,55,100000000000000,18
51,7,8,223,1,43995.13891374993,394,59,100000000000000,238
52,5,8,174,1,43995.15543749993,343,50,100000000000000,187
53,6,4,10,0,43995.159136249924,317,44,100000000000000,20
54,5,7,198,1,43995.18257749992,367,59,100000000000000,210
55,6,9,72,1,43995.19806124993,242,51,100000000000000,87
56,6,4,10,0,43995.203005312425,197,45,100000000000000,20
57,5,4,104,0,43995.256577499924,373,54,100000000000000,113
58,6,8,233,1,43995.28937031243,403,47,100000000000000,247
59,4,4,44,0,43995.30301781243,253,44,100000000000000,52
60,5,8,130,1,43995.320601562424,299,28,100000000000000,143
61,5,9,226,1,43995.35561062492,395,63,100000000000000,240
62,7,4,186,0,43995.359801874925,380,41,100000000000000,197
63,7,4,40,0,43995.360041562424,193,40,100000000000000,51
64,7,4,232,0,43995.38194656241,353,50,100000000000000,243
65,6,2,113,0,43995.44226937492,348,48,100000000000000,121
66,5,8,162,1,43995.46004031242,331,42,100000000000000,175
67,7,9,214,1,43995.47562312491,385,48,100000000000000,230
68,4,5,231,0,43995.52133874994,399,57,100000000000000,240
69,6,8,133,1,43995.550304374934,303,48,100000000000000,147
70,6,5,201,0,43995.63023687493,371,51,100000000000000,212
71,5,9,132,1,43995.636982499935,301,46,100000000000000,146
72,6,9,10,1,43995.66648968743,180,53,100000000000000,25
73,6,5,178,0,43995.66912343745,348,44,100000000000000,189
74,6,3,231,0,43995.68473874992,221,37,100000000000000,240
75,5,5,53,0,43995.68750187494,222,39,100000000000000,63
76,4,5,217,0,43995.68827406244,385,43,100000000000000,226
77,4,5,9,0,43995.69805781244,177,54,100000000000000,18
78,5,4,8,0,43995.70232468743,355,42,100000000000000,17
79,5,5,10,0,43995.70813656243,179,48,100000000000000,20
80,7,5,199,0,43995.72492062494,370,51,100000000000000,211
81,5,5,216,0,43995.74436281243,385,42,100000000000000,226
82,6,5,229,0,43995.77998656244,399,34,100000000000000,240
83,6,5,11,0,43995.791661562434,181,39,100000000000000,22
84,5,9,150,1,43995.803409687425,319,40,100000000000000,164
85,5,5,164,0,43995.80752249994,333,47,100000000000000,174
86,6,5,119,0,43995.811507499944,289,49,100000000000000,130
87,4,5,159,0,43995.81576656243,327,46,100000000000000,168
88,6,5,229,0,43995.81763718743,399,45,100000000000000,240
89,5,5,177,0,43995.82209406244,346,47,100000000000000,187
90,5,5,230,0,43995.82444406243,399,55,100000000000000,240
91,4,6,113,0,43995.82853468743,281,50,100000000000000,123
92,6,5,43,0,43995.830925624934,213,45,100000000000000,54
93,4,5,10,0,43995.83230437493,178,44,100000000000000,19
94,4,5,76,0,43995.83427156243,244,55,100000000000000,85
95,5,3,85,0,43995.837372187445,207,71,100000000000000,93
96,6,5,11,0,43995.84160062495,181,53,100000000000000,22
97,4,5,231,0,43995.84726124994,399,58,100000000000000,240
98,7,5,12,0,43995.85285999993,183,54,100000000000000,24
99,6,5,15,0,43995.85679593744,185,56,100000000000000,26
100,5,5,50,0,43995.86298624995,219,56,100000000000000,60
101,5,5,47,0,43995.86416874994,216,51,100000000000000,57
102,7,5,229,0,43995.868212187444,400,45,100000000000000,241
103,7,5,174,0,43995.87614249993,345,50,100000000000000,186
