,pop,energy,duration,lost,dead
0,[ 3  4 14  0],43270.74815625001,264,36,100000000000000
1,[3 3 6 0],43383.55506250001,222,52,100000000000000
2,[ 5  4 23  0],43275.30909375,110,37,100000000000000
3,[  5   4 119   0],43242.763781250025,120,64,100000000000000
4,[  6   3 148   0],43392.18259375002,260,49,100000000000000
5,[  1   4 155   0],43073.56550000002,143,32,100000000000000
6,[ 5  4 86  0],43406.709875000015,230,59,100000000000000
7,[  7   4 145   0],43042.394500000024,177,51,100000000000000
8,[  4   1 235   0],43240.23187500001,173,52,100000000000000
9,[  7   1 124   0],43393.90912500002,227,50,100000000000000
10,[5 3 6 0],43256.481562500005,179,49,100000000000000
11,[  3   4 220   0],43264.57003125001,217,37,100000000000000
12,[  1   4 121   0],43231.62175,132,44,100000000000000
13,[  2   4 165   0],43409.08609375002,153,61,100000000000000
14,[2 4 6 0],43243.07340625003,193,62,100000000000000
15,[  2   3 235   0],43238.23050000003,47,46,100000000000000
16,[  3   3 232   0],43393.837625000015,202,48,100000000000000
17,[  2   4 200   0],43313.40143750001,134,45,100000000000000
18,[  6   4 222   0],43266.210500000016,121,41,100000000000000
19,[6 3 9 0],43027.07981250004,157,73,100000000000000
20,[  6   4 196   0],43248.83128125001,128,50,100000000000000
21,[  5   3 223   0],43232.62450000003,100,42,100000000000000
22,[  3   1 105   0],43270.90821875002,141,52,100000000000000
23,[7 2 9 0],43390.87131250003,249,46,100000000000000
24,[ 7  4 71  0],43399.51800000002,125,46,100000000000000
25,[  3   4 197   0],43273.00743750002,222,43,100000000000000
26,[  5   3 186   0],43231.90731250002,261,64,100000000000000
27,[ 2  3 28  0],43293.42753125001,231,48,100000000000000
28,[ 3  4 42  0],43260.14800000002,77,62,100000000000000
29,[  7   1 232   0],43238.49193750002,267,41,100000000000000
30,[  7   4 233   0],43379.28712500001,135,42,100000000000000
31,[  7   4 229   0],43139.30356250001,163,49,100000000000000
32,[  2   4 165   0],43070.25818750001,152,62,100000000000000
33,[  5   2 128   0],43133.17896875003,94,31,100000000000000
34,[  3   4 146   0],43135.82028125001,168,63,100000000000000
35,[  7   1 194   0],43061.95421875002,186,47,100000000000000
36,[ 7  3 88  0],43231.06565625003,163,69,100000000000000
37,[  1   4 235   0],43260.24215625001,159,37,100000000000000
38,[  6   3 231   0],43226.375687500025,228,45,100000000000000
39,[ 1  4 57  0],43242.27709375002,140,61,100000000000000
40,[ 7  3 25  0],43237.89193750001,266,54,100000000000000
41,[ 2  2 60  0],43238.74662500002,261,55,100000000000000
42,[  5   1 236   0],43114.64571875001,184,39,100000000000000
43,[ 2  4 51  0],43126.02525000002,129,44,100000000000000
44,[  4   3 225   0],43280.444281250006,225,35,100000000000000
45,[4 3 7 0],43061.24768750002,255,48,100000000000000
46,[  4   3 162   0],43125.70340625002,114,47,100000000000000
47,[ 5  3 77  0],43151.97371875003,254,51,100000000000000
48,[3 4 7 0],43377.382281250015,224,38,100000000000000
49,[1 4 8 0],43279.46840625002,73,41,100000000000000
50,[  1   2 237   0],43391.94765625001,264,46,100000000000000
51,[  5   1 126   0],43391.00059375002,239,45,100000000000000
52,[  2   4 124   0],43402.556562500016,111,54,100000000000000
