,pop,energy,duration,lost,dead
0,[ 5  4 11  0],38066.20062499998,330,63,100000000000000
1,[ 5  3 74  0],37362.55531249999,220,45,100000000000000
2,[  6   4 174   0],37686.84343749998,384,46,100000000000000
3,[  6   4 129   0],34911.47124999999,227,43,100000000000000
4,[ 5  4 28  0],37813.46906249998,211,45,100000000000000
5,[ 7  4 11  0],38203.6840625,371,51,100000000000000
6,[4 4 8 0],37765.12968749999,355,52,100000000000000
7,[ 6  4 97  0],36956.36656249998,335,67,100000000000000
8,[ 6  4 10  0],36664.64312499999,265,45,100000000000000
9,[4 3 7 0],34149.96687499999,179,58,100000000000000
10,[  6   3 231   0],38276.98687499998,355,60,100000000000000
11,[ 4  2 78  0],38052.19062499998,229,49,100000000000000
12,[5 4 9 0],38305.67468749998,248,53,100000000000000
13,[  4   4 232   0],34532.33031249999,369,59,100000000000000
14,[5 4 9 0],36838.44687499998,399,59,100000000000000
15,[5 4 9 0],36439.21999999998,282,58,100000000000000
16,[  5   3 171   0],36587.92093749997,276,62,100000000000000
17,[  6   4 230   0],38069.882499999985,233,49,100000000000000
18,[ 4  4 51  0],37851.96343749999,349,49,100000000000000
19,[  6   3 231   0],37011.70281249998,388,36,100000000000000
20,[ 4  3 91  0],38274.26249999998,372,47,100000000000000
21,[5 4 9 0],36319.66156249997,358,62,100000000000000
22,[ 5  4 50  0],35129.748437499984,315,52,100000000000000
23,[  5   4 128   0],36823.54937499997,386,57,100000000000000
24,[5 4 9 0],36867.94718749997,348,62,100000000000000
25,[ 7  3 98  0],36802.30156249998,194,48,100000000000000
26,[ 7  2 60  0],36987.414687499986,273,44,100000000000000
27,[ 6  4 10  0],37830.10562499999,344,44,100000000000000
28,[  7   4 160   0],36572.292187499974,383,67,100000000000000
29,[4 4 8 0],38013.240624999984,273,43,100000000000000
30,[ 7  4 22  0],35754.70031249998,342,46,100000000000000
31,[5 4 9 0],36672.016249999986,301,46,100000000000000
32,[ 4  4 57  0],36329.35312499999,211,57,100000000000000
33,[  5   4 139   0],36594.073437499974,347,44,100000000000000
34,[  5   3 232   0],36411.81406249997,389,67,100000000000000
35,[  6   4 161   0],34125.92187499999,340,64,100000000000000
36,[ 6  3 53  0],38099.88718749998,386,44,100000000000000
37,[  6   4 162   0],36795.64531249998,314,55,100000000000000
38,[  6   3 139   0],38155.800937499975,373,60,100000000000000
39,[ 5  4 61  0],36531.844999999994,236,39,100000000000000
40,[5 4 8 0],37063.61374999998,357,50,100000000000000
41,[  5   3 232   0],37176.55375,360,45,100000000000000
42,[  6   4 182   0],38222.13156249999,224,47,100000000000000
43,[  6   4 212   0],36406.91374999998,348,50,100000000000000
44,[  6   2 155   0],35442.655624999985,257,45,100000000000000
45,[ 6  4 10  0],35507.88624999999,352,35,100000000000000
46,[  4   4 232   0],37074.3815625,390,50,100000000000000
47,[ 5  4 10  0],34352.34031249999,193,38,100000000000000
48,[  5   4 154   0],34784.65531249998,332,47,100000000000000
49,[5 4 9 0],35284.67656249998,208,49,100000000000000
50,[  5   3 128   0],38088.75718749998,186,37,100000000000000
51,[ 4  4 49  0],36595.122187499976,208,53,100000000000000
52,[ 5  3 43  0],36420.37312499999,216,41,100000000000000
53,[  6   4 220   0],38197.99281249998,192,43,100000000000000
54,[ 4  4 91  0],36779.97281249998,269,57,100000000000000
55,[ 4  3 53  0],34622.421249999985,256,52,100000000000000
56,[6 3 9 0],35282.55156249998,269,53,100000000000000
57,[  5   4 204   0],35061.14781249998,214,59,100000000000000
58,[ 6  4 10  0],36262.81406249997,271,52,100000000000000
59,[  4   4 183   0],37029.88968749998,256,59,100000000000000
60,[  7   4 112   0],36641.65124999999,193,40,100000000000000
61,[  6   3 108   0],36467.13312499998,339,48,100000000000000
62,[ 7  4 10  0],36443.54499999998,397,62,100000000000000
63,[  6   4 131   0],36215.38906249999,281,33,100000000000000
64,[4 3 7 0],37258.80437499999,316,54,100000000000000
65,[ 5  4 13  0],38103.31343749999,294,53,100000000000000
66,[ 4  4 65  0],36684.09687499999,297,58,100000000000000
67,[ 5  3 45  0],36688.41031249998,298,65,100000000000000
68,[4 4 8 0],36183.67124999999,295,28,100000000000000
69,[5 4 9 0],38097.02624999999,221,53,100000000000000
70,[  5   4 171   0],35886.17749999998,359,40,100000000000000
71,[ 6  4 85  0],36694.144062499974,292,56,100000000000000
72,[ 4  3 25  0],36467.308437499996,259,51,100000000000000
73,[5 4 8 0],36418.86124999998,189,57,100000000000000
74,[  7   4 162   0],36622.62249999998,331,63,100000000000000
75,[4 4 7 0],38102.82562499998,226,55,100000000000000
76,[ 4  4 10  0],34152.47281249998,200,59,100000000000000
77,[  5   4 169   0],36487.37093749999,284,46,100000000000000
78,[5 4 9 0],36756.71499999999,352,43,100000000000000
79,[  4   4 157   0],36057.063124999986,272,41,100000000000000
80,[  6   3 197   0],36405.68343749998,305,68,100000000000000
81,[ 7  3 10  0],38136.945937499986,199,45,100000000000000
82,[ 5  4 55  0],34883.05781249998,253,56,100000000000000
83,[  7   4 162   0],37890.54218749998,283,45,100000000000000
84,[ 4  4 49  0],34969.93312499998,340,43,100000000000000
85,[  4   4 186   0],37472.05531249998,218,43,100000000000000
86,[ 7  4 11  0],38478.31031249997,361,51,100000000000000
87,[  6   4 230   0],36316.83281249998,276,68,100000000000000
88,[  7   3 222   0],36393.54656249997,184,61,100000000000000
89,[ 6  3 26  0],36828.982499999984,331,44,100000000000000
90,[4 4 8 0],38011.072499999995,380,46,100000000000000
91,[  4   4 232   0],36628.36062499998,298,58,100000000000000
92,[ 6  4 91  0],36747.85375,314,48,100000000000000
93,[  4   3 233   0],36114.44249999999,184,39,100000000000000
94,[  6   3 231   0],38011.23374999999,352,39,100000000000000
95,[ 6  2 47  0],38336.47374999998,208,53,100000000000000
96,[  4   4 232   0],38132.69874999998,206,48,100000000000000
97,[5 3 8 0],34462.520312499975,202,62,100000000000000
98,[  7   4 162   0],38005.233124999984,285,49,100000000000000
99,[  5   2 233   0],36578.94156249999,248,50,100000000000000
100,[ 6  6 22  0],36773.54156249999,192,42,100000000000000
101,[  7   3 222   1],36525.59749999998,393,54,100000000000000
102,[  6   9 121   0],37384.2234375,291,44,100000000000000
103,[  6   9 213   0],36772.81656249999,383,54,100000000000000
104,[  6   1 155   0],38166.74593749998,325,44,100000000000000
105,[ 7  9 56  1],35819.14499999998,227,35,100000000000000
106,[  5   4 163   1],37107.926874999976,332,67,100000000000000
107,[6 1 7 1],36317.08374999998,177,54,100000000000000
108,[  5   5 115   1],34242.87812499999,284,52,100000000000000
109,[ 6  8 11  1],35448.90312499998,181,40,100000000000000
110,[ 6  1 92  0],37901.18531249997,262,43,100000000000000
111,[  5   6 229   0],36356.4025,398,49,100000000000000
112,[ 6  9 15  0],37037.12437499999,185,44,100000000000000
113,[  4   2 213   0],37683.34562499999,381,62,100000000000000
114,[  5   4 159   1],36973.38843749998,328,51,100000000000000
115,[  5   2 233   0],38171.938437499986,402,29,100000000000000
116,[  4   4 183   1],36808.00999999997,351,55,100000000000000
117,[ 4  9 38  1],35460.176874999976,206,60,100000000000000
118,[  5   9 227   0],37283.90437499999,396,42,100000000000000
119,[  5   6 177   0],36806.50937499999,346,52,100000000000000
120,[  5   8 227   1],35147.874999999985,396,54,100000000000000
121,[  6   5 190   1],34391.09093749999,360,65,100000000000000
122,[ 6  4 27  1],37054.39218749998,197,56,100000000000000
123,[ 5  1 55  1],36380.62906249999,224,41,100000000000000
124,[  6   2 180   0],37736.604374999966,350,47,100000000000000
125,[  4   2 185   0],38085.53781249998,353,48,100000000000000
126,[  5   2 103   0],38051.046562499985,272,47,100000000000000
127,[  4   3 176   1],36814.39781249998,344,51,100000000000000
128,[ 5  6 17  1],34515.576874999984,186,67,100000000000000
129,[  5   5 178   0],36107.02906249998,347,41,100000000000000
130,[ 7  4 55  1],37019.74531249998,226,46,100000000000000
131,[  7   2 219   0],37782.865312499984,390,62,100000000000000
132,[  6   6 108   1],34508.727499999986,278,63,100000000000000
133,[  6   2 227   1],36362.279374999984,397,50,100000000000000
134,[  5   5 104   1],34615.79687499999,273,45,100000000000000
135,[ 7  2 52  0],37848.185624999984,223,68,100000000000000
136,[5 2 7 1],36321.27437499997,176,70,100000000000000
137,[6 2 8 1],36649.50593749997,178,68,100000000000000
138,[ 6  4 17  1],37053.31718749998,187,46,100000000000000
139,[  5   9 162   0],37065.52968749999,331,40,100000000000000
140,[  4   9 227   1],35769.60906249999,395,43,100000000000000
141,[  6   9 230   0],37358.39968749999,400,49,100000000000000
142,[ 5  4 54  1],36724.01781249999,223,54,100000000000000
143,[  4   2 234   1],36272.47468749998,402,44,100000000000000
144,[  7   6 227   1],34864.08124999998,398,55,100000000000000
145,[ 6  4 16  1],36864.108437499985,186,66,100000000000000
146,[  6   2 102   1],36433.59312499998,272,69,100000000000000
147,[  5   4 223   0],38331.69374999999,392,63,100000000000000
148,[ 5  8 52  0],36787.109374999985,221,43,100000000000000
149,[  5   3 121   0],38233.96437499999,290,51,100000000000000
150,[ 7  7 17  1],35095.694374999985,188,46,100000000000000
151,[ 5  2 30  1],36567.066874999975,199,51,100000000000000
152,[ 6  4 10  1],36627.39218749997,180,68,100000000000000
153,[ 5  7 49  1],35253.765312499985,218,46,100000000000000
154,[ 4  4 58  0],38290.172187499986,226,52,100000000000000
155,[  4   6 234   0],36610.37937499999,402,38,100000000000000
156,[  7   7 196   0],36679.641249999986,367,44,100000000000000
157,[  6   8 154   1],35215.563749999994,324,59,100000000000000
158,[  7   3 102   1],36481.32937499997,273,59,100000000000000
159,[5 4 7 1],36690.006249999984,176,53,100000000000000
160,[  5   1 234   0],38142.050937499975,403,51,100000000000000
161,[  7   8 117   1],35117.37874999999,288,54,100000000000000
162,[  7   4 134   0],38301.70781249999,305,44,100000000000000
163,[  5   7 147   1],34755.584062499984,316,51,100000000000000
164,[  7   4 148   0],38271.42531249999,319,58,100000000000000
165,[ 6  4 84  0],38294.398437499985,254,51,100000000000000
166,[  6   4 230   0],38348.90749999999,400,45,100000000000000
167,[ 6  6 12  0],36183.083437499976,182,45,100000000000000
