,pop,energy,duration,lost,dead
0,[ 7  4 12  0],43315.15246875001,191,44,100000000000000
1,[  6   4 102   0],43223.16737500001,91,46,100000000000000
2,[  6   4 108   0],43020.545218750034,55,50,100000000000000
3,[  3   4 233   0],43226.36446875003,157,69,100000000000000
4,[  3   4 233   0],43243.57393750003,263,64,100000000000000
5,[1 4 5 0],43054.89075000002,217,46,100000000000000
6,[ 1  4 86  0],43224.20590625003,109,47,100000000000000
7,[ 3  4 14  0],43243.263562500026,132,68,100000000000000
8,[  2   4 111   0],43240.00856250003,149,57,100000000000000
9,[  7   4 234   0],43396.731187500016,107,40,100000000000000
10,[  4   4 232   0],43031.083031250026,239,65,100000000000000
11,[  7   4 230   0],43384.45315625002,192,70,100000000000000
12,[2 4 6 0],43247.41768750001,202,32,100000000000000
13,[  3   4 234   0],43275.97362500001,87,56,100000000000000
14,[  7   4 220   0],43327.7976875,74,42,100000000000000
15,[  7   3 229   0],43062.581093750014,153,51,100000000000000
16,[  6   3 136   0],43002.86159375003,181,47,100000000000000
17,[  4   4 116   0],43210.437875000025,175,50,100000000000000
18,[  2   3 233   0],43274.11543750002,219,41,100000000000000
19,[  5   4 131   0],43254.08356250002,209,48,100000000000000
20,[3 4 7 0],43240.42600000002,239,58,100000000000000
21,[ 4  4 73  0],43242.1011875,235,43,100000000000000
22,[ 5  4 43  0],43274.74778125002,133,43,100000000000000
23,[ 7  4 11  0],43252.06896875003,54,44,100000000000000
24,[ 1  4 76  0],43389.78268750002,164,38,100000000000000
25,[  3   4 233   0],43395.67968750002,51,56,100000000000000
26,[  1   4 235   0],43207.19265625001,63,39,100000000000000
27,[  4   3 188   0],43419.28065625001,158,46,100000000000000
28,[  4   3 190   0],43271.902156250006,161,36,100000000000000
29,[ 3  4 11  0],43201.41484375002,266,50,100000000000000
30,[  2   4 185   0],43080.604781250026,195,43,100000000000000
31,[ 5  4 86  0],43396.89587500001,266,43,100000000000000
32,[ 1  4 52  0],43275.88150000003,202,50,100000000000000
33,[  3   4 205   0],43116.250375000025,97,47,100000000000000
34,[  7   4 231   0],43410.71543750001,210,37,100000000000000
35,[  5   4 188   0],43234.75900000003,257,51,100000000000000
36,[4 4 5 0],43242.999875000016,84,60,100000000000000
37,[  7   4 229   0],43253.83534375003,204,62,100000000000000
38,[  6   4 230   0],43396.98756250001,232,44,100000000000000
39,[ 6  4 10  0],43392.95515625002,124,50,100000000000000
40,[  2   4 183   0],43225.91015625003,216,50,100000000000000
41,[  3   4 104   0],43211.79131250001,217,51,100000000000000
42,[ 1  4 40  0],43391.53446875001,228,50,100000000000000
43,[ 6  3 67  0],43103.65162500002,159,61,100000000000000
44,[  2   4 231   0],43400.52259375002,84,60,100000000000000
45,[  7   4 181   0],43431.54750000002,108,49,100000000000000
46,[  2   4 203   0],43403.92100000002,182,48,100000000000000
47,[  1   3 236   0],43270.56493750002,235,42,100000000000000
48,[  2   4 234   0],43165.876906250014,112,50,100000000000000
49,[ 2  4 91  0],43242.523312500016,210,46,100000000000000
50,[  3   4 233   0],43393.74518750001,229,57,100000000000000
51,[  5   4 171   0],43231.375718750016,216,60,100000000000000
52,[ 5  3 31  0],43218.43071875001,139,46,100000000000000
53,[  3   4 171   0],43275.54793750002,248,60,100000000000000
54,[  1   4 201   0],43356.22340625003,124,45,100000000000000
55,[ 2  4 87  0],43397.08362500001,191,51,100000000000000
56,[  5   4 227   0],43317.42206250001,91,35,100000000000000
57,[1 3 4 0],43128.39187500002,117,60,100000000000000
58,[  5   4 225   0],43429.23481250002,263,45,100000000000000
59,[ 1  4 12  0],43427.86728125002,240,35,100000000000000
60,[5 4 8 0],43246.219906250015,197,67,100000000000000
61,[  2   4 110   0],43297.04787500001,227,45,100000000000000
62,[  5   4 152   0],43388.021968750014,111,51,100000000000000
63,[  7   3 109   0],43385.745531250024,152,41,100000000000000
64,[  4   4 122   0],43392.82625000002,116,45,100000000000000
65,[  4   1 235   0],43388.55034375001,137,60,100000000000000
66,[ 6  4 10  0],43321.78696875001,191,46,100000000000000
67,[  7   4 118   0],43270.92540625001,118,50,100000000000000
68,[ 6  4 68  0],43270.451937500016,207,44,100000000000000
