,pop,energy,duration,lost,dead
0,[  7   9 269   0],45990.65938668754,20889,0,100000000000000
1,[   7    8 5051    0],45993.44218706252,27165,0,100000000000000
2,[ 7  9 16  0],45979.15196518758,23155,0,100000000000000
3,[  7   9 320   0],45988.40136393754,28721,0,100000000000000
4,[   7    9 9783    0],45989.83516734378,27915,0,100000000000000
5,[    7     9 15609     0],45978.825604562575,27930,0,100000000000000
6,[    7     9 13753     0],45998.66961515625,25373,0,100000000000000
7,[   7    9 2096    0],45988.49139700005,24916,0,100000000000000
8,[    7     9 10032     0],45982.291890468805,29490,0,100000000000000
9,[    7     9 10578     0],45989.19980668754,15938,0,100000000000000
10,[   7    8 8760    0],45992.217488593786,29903,0,100000000000000
11,[   7    9 5377    0],45992.69031234377,29323,0,100000000000000
12,[   7    9 9544    0],45986.610928812544,23547,0,100000000000000
13,[    7     9 10050     0],45983.54816890632,17671,0,100000000000000
14,[    7     7 13383     0],45979.39854646883,29592,0,100000000000000
15,[ 7  9 16  0],45988.01836425004,28631,0,100000000000000
16,[    7     9 14972     0],45984.3891038438,24952,0,100000000000000
17,[    7     9 15612     0],45981.09714265631,22396,0,100000000000000
18,[   7    9 2005    0],45981.41170275006,27110,0,100000000000000
19,[ 7  9 16  0],45995.414119468755,19959,0,100000000000000
20,[ 7  9 16  0],45991.02752812503,25898,0,100000000000000
21,[   7    9 3326    0],45986.90591128129,21069,0,100000000000000
22,[    7     9 12290     0],45993.183622250006,20454,0,100000000000000
23,[   7    9 7742    0],45993.38542150002,19741,0,100000000000000
24,[ 7  9 16  0],45983.37245343756,26868,0,100000000000000
25,[    7     9 13955     0],45988.059923031295,26350,0,100000000000000
26,[    7     9 15609     0],45988.84932225004,15834,0,100000000000000
27,[    7     9 15609     0],45979.95246903131,22334,0,100000000000000
28,[   7    9 9545    0],45987.333258312545,30513,0,100000000000000
29,[   7    9 6517    0],45983.088372812555,18012,0,100000000000000
30,[   7    9 6384    0],45982.34158490632,24131,0,100000000000000
31,[ 7  9 16  0],45981.039891906315,21871,0,100000000000000
32,[   7    8 7026    0],45983.36799712505,28576,0,100000000000000
33,[   7    9 8299    0],45990.18074659378,19893,0,100000000000000
34,[   7    9 2095    0],45987.157323187545,19958,0,100000000000000
35,[ 7  8 15  0],45985.691735156295,28847,0,100000000000000
36,[ 7  9 16  0],45991.24548821878,15431,0,100000000000000
37,[   7    9 7081    0],45979.995255156326,18317,0,100000000000000
38,[    7     7 15611     0],45993.201780156276,21306,0,100000000000000
39,[    7     9 15610     0],45992.838960906265,15666,0,100000000000000
40,[   3    5 7816    1],45982.938070187556,22835,0,100000000000000
41,[    5     3 10252     1],45983.725948906314,25273,0,100000000000000
42,[    5     8 12546     1],45994.031088812524,27567,0,100000000000000
43,[   1    8 9131    1],45982.732537375065,24148,0,100000000000000
44,[  4   4 750   1],45982.85829237506,15770,0,100000000000000
45,[    6     7 15612     0],45992.37036575002,30634,0,100000000000000
46,[    5     4 15616     0],45986.42171712505,30637,0,100000000000000
47,[   2    3 9894    0],45978.08272546882,24912,0,100000000000000
48,[    7     6 15612     0],45991.06340953128,30635,0,100000000000000
49,[    4     5 11240     0],45987.32841400005,26260,0,100000000000000
50,[3 6 9 1],45986.90518731254,15028,0,100000000000000
51,[    2     6 15617     0],45982.33644100006,30635,0,100000000000000
52,[   3    9 1969    0],45989.532790187535,16988,0,100000000000000
53,[    2     5 10699     0],45981.00173865631,25717,0,100000000000000
54,[    6     1 10984     1],45986.018241781305,26006,0,100000000000000
55,[    7     7 13610     0],45994.74259331253,28633,0,100000000000000
56,[    7     5 14835     1],45990.10400606253,29858,0,100000000000000
57,[   3    8 9305    1],45986.2649839688,24324,0,100000000000000
58,[    4     6 13441     1],45987.27416168754,28461,0,100000000000000
59,[   2    8 2566    0],45983.36146206257,17584,0,100000000000000
60,[   2    3 1061    1],45980.85010428132,16079,0,100000000000000
61,[  4   6 314   1],45989.47995343754,15334,0,100000000000000
62,[    5     6 15614     1],45990.83650400004,30635,0,100000000000000
63,[   5    9 7742    0],45994.48715275001,22763,0,100000000000000
64,[   5    5 9278    0],45993.07493643753,24299,0,100000000000000
65,[   3    3 9191    0],45984.062671625055,24210,0,100000000000000
66,[    4     8 12410     1],45986.75471621879,27430,0,100000000000000
67,[ 5  9 14  1],45995.01337425001,15035,0,100000000000000
68,[   7    5 3097    0],45989.92001162504,18120,0,100000000000000
69,[    2     7 12098     1],45986.72364640629,27116,0,100000000000000
70,[   3    6 9113    1],45986.341066812536,24132,0,100000000000000
