,t1,t2,t3,t4,energy,old duration,lost,dead,duration
0,6,4,161,0,34125.921874999985,340,64,100000000000000,171
1,4,3,7,0,34149.966874999984,179,58,100000000000000,14
2,4,4,10,0,34152.47281249998,200,59,100000000000000,18
3,5,5,115,1,34242.87812499999,284,52,100000000000000,125
4,7,5,107,1,34257.89499999998,278,65,100000000000000,119
5,4,5,199,1,34286.078749999986,367,59,100000000000000,208
6,5,4,10,0,34352.34031249998,193,38,100000000000000,19
7,6,5,190,1,34391.09093749998,360,65,100000000000000,201
8,7,6,87,1,34393.523749999986,258,56,100000000000000,100
9,7,5,150,1,34401.875624999986,321,48,100000000000000,162
10,5,5,230,1,34416.948124999995,399,45,100000000000000,240
11,6,5,22,1,34422.552812499984,192,66,100000000000000,33
12,6,6,164,1,34435.98781249999,334,57,100000000000000,176
13,5,3,8,0,34462.52031249997,202,62,100000000000000,16
14,6,6,108,1,34508.727499999986,278,63,100000000000000,120
15,5,6,17,1,34515.576874999984,186,67,100000000000000,28
16,4,4,232,0,34532.33031249999,369,59,100000000000000,240
17,5,6,132,1,34605.4275,301,67,100000000000000,143
18,5,5,104,1,34615.796874999985,273,45,100000000000000,114
19,4,3,53,0,34622.421249999985,256,52,100000000000000,60
20,5,7,63,1,34714.79093749999,232,61,100000000000000,75
21,5,7,147,1,34755.584062499984,316,51,100000000000000,159
22,5,4,154,0,34784.65531249998,332,47,100000000000000,163
23,7,6,154,1,34826.93312499998,325,51,100000000000000,167
24,4,7,229,1,34862.35406249998,397,46,100000000000000,240
25,7,6,227,1,34864.08124999998,398,55,100000000000000,240
26,5,4,55,0,34883.05781249998,253,56,100000000000000,64
27,6,6,15,1,34897.61406249998,185,57,100000000000000,27
28,6,4,129,0,34911.47124999999,227,43,100000000000000,139
29,4,7,136,1,34940.37624999999,304,54,100000000000000,147
30,7,7,139,1,34967.75437499997,310,50,100000000000000,153
31,4,4,49,0,34969.93312499998,340,43,100000000000000,57
32,5,6,58,1,34997.937812499986,227,40,100000000000000,69
33,5,8,22,1,35034.43499999998,191,45,100000000000000,35
34,6,7,130,1,35057.67718749998,300,54,100000000000000,143
35,5,4,204,0,35061.14781249998,214,59,100000000000000,213
36,7,8,225,1,35072.701874999984,396,35,100000000000000,240
37,5,8,155,1,35095.219687499986,324,56,100000000000000,168
38,7,7,17,1,35095.694374999985,188,46,100000000000000,31
39,7,8,117,1,35117.37874999999,288,54,100000000000000,132
40,5,4,50,0,35129.748437499984,315,52,100000000000000,59
41,4,8,146,1,35143.08468749998,314,44,100000000000000,158
42,5,8,227,1,35147.874999999985,396,54,100000000000000,240
43,7,8,162,1,35156.09593749998,333,57,100000000000000,177
44,5,8,28,1,35159.874687499985,197,49,100000000000000,41
45,6,8,154,1,35215.563749999994,324,59,100000000000000,168
46,7,9,216,1,35226.68406249998,387,43,100000000000000,232
47,5,9,28,1,35252.000937499986,197,48,100000000000000,42
48,5,7,49,1,35253.765312499985,218,46,100000000000000,61
49,6,3,9,0,35282.55156249998,269,53,100000000000000,18
50,5,4,9,0,35284.67656249998,208,49,100000000000000,18
51,6,8,216,1,35288.225624999985,386,50,100000000000000,230
52,5,7,12,1,35304.937187499985,181,46,100000000000000,24
53,6,9,15,1,35323.37124999998,185,55,100000000000000,30
54,7,9,106,1,35330.029687499984,277,59,100000000000000,122
55,6,2,155,0,35442.655624999985,257,45,100000000000000,163
56,6,8,11,1,35448.90312499998,181,40,100000000000000,25
57,4,9,38,1,35460.176874999976,206,60,100000000000000,51
58,4,9,29,1,35463.813437499986,197,47,100000000000000,42
59,6,9,15,1,35498.26843749999,185,46,100000000000000,30
60,6,4,10,0,35507.88624999999,352,35,100000000000000,20
61,6,5,162,0,35663.7628125,332,67,100000000000000,173
62,6,9,120,1,35689.952187499985,290,46,100000000000000,135
63,6,5,229,0,35731.17624999998,399,46,100000000000000,240
64,7,4,22,0,35754.70031249998,342,46,100000000000000,33
65,4,5,231,0,35768.842499999984,399,45,100000000000000,240
66,4,9,227,1,35769.609062499985,395,43,100000000000000,240
67,5,5,143,0,35791.069374999985,312,43,100000000000000,153
68,7,9,56,1,35819.14499999998,227,35,100000000000000,72
69,5,5,10,0,35819.37156249998,179,50,100000000000000,20
70,4,5,115,0,35824.84749999999,283,64,100000000000000,124
71,7,5,124,0,35826.59062499998,295,45,100000000000000,136
72,7,5,203,0,35829.15968749998,374,46,100000000000000,215
73,4,5,105,0,35830.67624999998,273,50,100000000000000,114
74,5,5,188,0,35843.45031249998,357,35,100000000000000,198
75,6,5,64,0,35846.15343749998,234,58,100000000000000,75
76,6,5,11,0,35851.75562499998,181,41,100000000000000,22
77,6,5,11,0,35854.90124999999,181,42,100000000000000,22
78,6,5,42,0,35880.534375,212,27,100000000000000,53
79,5,5,10,0,35881.83093749999,179,52,100000000000000,20
80,5,5,9,0,35882.15281249998,178,47,100000000000000,19
81,5,5,178,0,35882.241874999985,347,50,100000000000000,188
82,6,5,52,0,35882.477187499986,222,66,100000000000000,63
83,5,4,171,0,35886.17749999998,359,40,100000000000000,180
84,5,5,10,0,35886.87281249998,179,33,100000000000000,20
85,4,5,9,0,35903.13687499998,177,50,100000000000000,18
86,4,9,13,1,35905.87374999998,181,46,100000000000000,26
87,5,5,10,0,35906.04062499999,179,48,100000000000000,20
88,6,5,11,0,35907.97343749998,181,51,100000000000000,22
89,7,5,12,0,35917.66937499998,183,50,100000000000000,24
90,6,5,83,0,35920.87812499998,253,49,100000000000000,94
91,6,5,11,0,35923.70593749999,181,39,100000000000000,22
92,5,6,33,0,35925.062187499985,202,51,100000000000000,44
93,5,5,148,0,35926.563437499986,317,60,100000000000000,158
94,4,5,177,0,35927.82156249999,345,68,100000000000000,186
95,7,5,12,0,35929.803749999985,183,51,100000000000000,24
96,4,5,25,0,35947.06812499998,193,56,100000000000000,34
97,6,5,71,0,35968.061874999985,241,45,100000000000000,82
98,7,5,173,0,35968.302812499984,344,59,100000000000000,185
99,4,5,231,0,35970.124062499985,399,42,100000000000000,240
100,6,5,10,0,35975.08937499999,180,52,100000000000000,21
101,7,5,12,0,35977.889687499985,183,45,100000000000000,24
102,6,5,213,0,35980.2428125,383,55,100000000000000,224
103,4,5,176,0,35985.91093749998,344,52,100000000000000,185
104,4,5,12,0,35988.336874999986,180,41,100000000000000,21
105,6,5,170,0,35990.59124999998,340,59,100000000000000,181
106,4,5,9,0,35992.3315625,177,47,100000000000000,18
107,7,5,148,0,35997.33374999998,319,42,100000000000000,160
108,6,5,114,0,36006.89499999998,284,46,100000000000000,125
109,4,5,9,0,36010.044999999984,177,44,100000000000000,18
110,7,5,108,0,36016.32562499998,279,48,100000000000000,120
111,5,5,229,0,36017.185937499984,398,52,100000000000000,239
112,6,5,85,0,36026.73687499999,255,49,100000000000000,96
113,5,6,11,0,36029.12781249998,180,54,100000000000000,22
114,7,5,189,0,36033.249062499985,360,42,100000000000000,201
115,6,5,59,0,36033.33624999999,229,47,100000000000000,70
116,5,5,230,0,36038.33374999998,399,56,100000000000000,240
117,4,6,10,0,36041.615312499984,178,60,100000000000000,20
118,7,5,12,0,36046.124999999985,183,49,100000000000000,24
119,6,5,176,0,36046.21187499999,346,50,100000000000000,187
120,6,5,230,0,36051.12812499999,400,49,100000000000000,241
121,7,5,12,0,36052.13437499998,183,49,100000000000000,24
122,4,5,9,0,36054.104375,177,50,100000000000000,18
123,4,4,157,0,36057.06312499999,272,41,100000000000000,165
124,6,5,85,0,36057.25218749999,255,41,100000000000000,96
125,4,5,102,0,36066.19468749999,270,58,100000000000000,111
126,6,5,11,0,36068.506874999985,181,54,100000000000000,22
127,4,5,168,0,36069.459062499984,336,51,100000000000000,177
128,7,5,228,0,36071.46093749999,399,44,100000000000000,240
