,t1,t2,t3,t4,energy,old duration,lost,dead,duration
1874,6,3,177,0,16442.795312500002,347,52,404,186
1875,6,2,232,0,16444.7328125,402,52,457,240
1876,5,4,45,0,16446.182812500007,214,48,645,54
1877,7,4,86,0,16446.451562500002,257,48,621,97
1878,5,4,9,0,16447.4921875,178,52,694,18
1879,4,4,177,0,16448.592187500002,345,64,690,185
1880,6,3,231,0,16449.910937500008,401,38,568,240
1881,7,4,132,0,16452.3125,303,67,666,143
1882,5,2,7,0,16453.859374999996,176,55,448,14
1883,7,4,11,0,16455.309375000004,182,59,594,22
1884,5,3,65,0,16455.623437500002,234,60,427,73
1885,5,3,8,0,16456.565625000007,177,61,689,16
1886,7,1,20,0,16459.976562500004,191,49,544,28
1887,4,3,83,0,16460.460937500004,251,51,521,90
1888,4,4,50,0,16461.148437500004,218,46,595,58
1889,4,3,127,0,16461.51875,295,59,616,134
1890,5,2,7,0,16461.857812500002,176,58,589,14
1891,5,2,144,0,16462.410937500004,313,65,388,151
1892,5,3,233,0,16463.1421875,402,47,616,241
1893,4,4,203,0,16463.3796875,371,49,647,211
1894,5,4,9,0,16464.534375000007,178,54,736,18
1895,4,3,131,0,16464.659375000007,299,56,663,138
1896,6,3,215,0,16464.6921875,385,49,570,224
1897,5,2,208,0,16466.737500000007,377,55,411,215
1898,5,3,176,0,16466.748437500002,345,45,597,184
1899,5,1,152,0,16467.454687500005,321,46,610,158
1900,7,2,231,0,16467.648437500004,402,46,614,240
1901,5,3,126,0,16468.054687500007,295,57,618,134
1902,4,4,170,0,16468.807812500007,338,38,593,178
1903,4,3,143,0,16469.979687500007,311,52,707,150
1904,4,3,7,0,16470.289062499996,175,46,473,14
1905,4,2,78,0,16470.65,246,53,593,84
1906,7,3,10,0,16470.717187500002,181,45,710,20
1907,7,4,181,0,16471.1796875,352,52,675,192
1908,4,3,160,0,16474.765625,328,41,422,167
1909,5,3,122,0,16476.4203125,291,39,619,130
1910,6,4,10,0,16477.1578125,180,37,472,20
1911,4,3,232,0,16477.350000000002,400,46,614,239
1912,5,4,233,0,16479.168750000004,402,54,597,242
1913,4,4,104,0,16480.385937500007,272,42,691,112
1914,7,2,231,0,16480.8015625,402,62,593,240
1915,5,2,7,0,16480.814062499998,176,48,410,14
1916,6,1,229,0,16481.86875,399,49,457,236
1917,5,2,54,0,16482.135937500007,223,58,549,61
1918,5,3,60,0,16484.2125,229,45,570,68
1919,5,3,39,0,16486.465624999993,208,48,453,47
1920,4,4,133,0,16487.121875,301,53,597,141
1921,6,3,220,0,16488.38906250001,390,53,617,229
1922,4,3,216,0,16489.1859375,384,59,716,223
1923,6,3,18,0,16489.921875000004,188,57,425,27
1924,5,4,222,0,16498.007812500004,391,48,771,231
1925,6,4,25,0,16498.334375000002,195,49,641,35
1926,4,9,35,0,16499.010937500007,203,42,545,48
1927,5,2,205,0,16499.121875000004,374,50,634,212
1928,4,3,220,0,16499.632812500004,388,56,710,227
1929,5,4,9,0,16500.873437500006,178,50,666,18
1930,4,3,222,0,16501.765624999996,390,63,474,229
1931,6,4,175,0,16502.775,345,59,591,185
1932,7,3,185,0,16503.776562500007,356,57,614,195
1933,5,1,80,0,16504.075000000004,249,45,589,86
1934,6,1,233,0,16504.773437500004,403,45,477,240
1935,5,1,6,0,16504.773437500004,175,45,431,12
1936,4,2,51,0,16506.3234375,219,54,645,57
1937,5,3,133,0,16506.671875000004,302,58,570,141
1938,4,3,115,0,16507.5890625,283,46,619,122
1939,6,9,221,0,16510.389062500002,391,31,501,236
1940,7,3,108,0,16510.709375000006,279,53,593,118
1941,7,4,214,0,16513.6484375,385,40,495,225
1942,6,3,145,0,16514.628125000007,315,57,617,154
1943,4,3,141,0,16518.332812499993,309,40,566,148
1944,6,8,14,0,16518.449999999993,184,41,424,28
1945,5,3,160,0,16518.801562500004,329,52,660,168
1946,6,2,8,0,16518.956250000007,178,57,549,16
1947,5,2,11,0,16519.006250000002,180,60,684,18
1948,7,4,102,0,16520.5515625,273,53,693,113
1949,5,3,193,0,16521.192187499993,362,43,695,201
