,t1,t2,t3,t4,energy,old duration,lost,dead,duration
0,5,3,8,0,43009.28875000003,381,58,100000000000000,16
1,5,5,216,1,43016.27800000001,385,34,100000000000000,226
2,6,4,28,0,43019.06206250003,300,51,100000000000000,38
3,5,5,132,1,43022.649812500014,301,54,100000000000000,142
4,7,5,98,1,43023.116750000016,269,58,100000000000000,110
5,5,4,40,0,43028.16840625004,313,40,100000000000000,49
6,4,5,231,1,43028.57918750002,399,57,100000000000000,240
7,6,4,10,0,43029.723812500015,222,49,100000000000000,20
8,5,4,120,0,43039.420500000015,224,57,100000000000000,129
9,5,5,107,1,43039.97228125002,276,47,100000000000000,117
10,5,5,96,1,43044.60271875002,265,48,100000000000000,106
11,6,4,10,0,43048.002750000014,287,51,100000000000000,20
12,6,6,112,1,43053.26421875002,282,38,100000000000000,124
13,6,4,33,0,43053.972031250014,280,54,100000000000000,43
14,6,6,86,1,43056.09728125002,256,50,100000000000000,98
15,6,4,21,0,43056.98009375001,288,48,100000000000000,31
16,7,5,111,1,43057.281250000015,282,44,100000000000000,123
17,5,6,65,1,43057.49015625003,234,53,100000000000000,76
18,6,6,70,1,43059.614125000015,240,58,100000000000000,82
19,4,6,10,1,43060.448062500014,178,61,100000000000000,20
20,5,5,59,1,43062.85556250003,228,44,100000000000000,69
21,6,5,73,1,43070.12662500001,243,45,100000000000000,84
22,4,4,45,0,43072.473593750015,389,46,100000000000000,53
23,4,6,10,1,43073.11678125001,178,40,100000000000000,20
24,7,7,226,1,43074.38218750003,397,57,100000000000000,240
25,7,4,59,0,43076.32521875002,355,55,100000000000000,70
26,5,7,228,1,43076.621875,397,64,100000000000000,240
27,7,7,157,1,43080.18412500003,328,41,100000000000000,171
28,6,3,232,0,43086.13221875001,394,47,100000000000000,241
29,5,7,176,1,43086.576937500016,345,58,100000000000000,188
30,6,4,152,0,43086.65865625,349,65,100000000000000,162
31,5,7,151,1,43086.93581250003,320,55,100000000000000,163
32,6,7,103,1,43087.33187500002,273,48,100000000000000,116
33,4,6,10,1,43088.01800000002,178,65,100000000000000,20
34,6,7,29,1,43089.59084375002,199,52,100000000000000,42
35,6,6,179,1,43090.103468750014,349,65,100000000000000,191
36,5,6,138,1,43090.70465625002,307,54,100000000000000,149
37,7,4,164,0,43099.84150000002,292,52,100000000000000,175
38,6,6,228,1,43100.66178125001,398,46,100000000000000,240
39,5,3,232,0,43101.73031250002,193,59,100000000000000,240
40,5,8,13,1,43105.32834375003,182,52,100000000000000,26
41,6,7,42,1,43106.31484375002,212,52,100000000000000,55
42,5,8,229,1,43108.506343750014,398,40,100000000000000,242
43,6,8,133,1,43108.65881250001,303,49,100000000000000,147
44,6,8,169,1,43109.54946875002,339,54,100000000000000,183
45,4,7,64,1,43111.616875000014,232,52,100000000000000,75
46,5,8,150,1,43116.357781250015,319,49,100000000000000,163
47,5,4,231,0,43117.387937500025,315,43,100000000000000,240
48,5,4,38,0,43118.235937500016,181,38,100000000000000,47
49,6,4,7,0,43119.34487500002,198,49,100000000000000,17
50,6,7,167,1,43119.38359375001,337,44,100000000000000,180
51,7,3,10,0,43119.57756250002,302,44,100000000000000,20
52,7,7,101,1,43121.36181250003,272,41,100000000000000,115
53,5,7,228,1,43124.33109375002,397,46,100000000000000,240
54,6,7,18,1,43129.953968750015,188,57,100000000000000,31
55,6,3,158,0,43131.577000000034,231,45,100000000000000,167
56,5,9,231,1,43131.59303125001,400,40,100000000000000,245
57,4,9,66,1,43138.24403125002,234,44,100000000000000,79
58,7,4,177,0,43139.648968750014,200,47,100000000000000,188
59,4,3,47,0,43140.42128125002,318,38,100000000000000,54
60,5,4,96,0,43141.94596875002,308,34,100000000000000,105
61,6,4,19,0,43142.483000000015,373,47,100000000000000,29
62,4,9,85,1,43144.88943750003,253,53,100000000000000,98
63,7,2,178,0,43146.244781250025,279,48,100000000000000,187
64,4,2,87,0,43146.906156250014,250,64,100000000000000,93
65,4,9,26,1,43148.33200000002,194,59,100000000000000,39
66,7,8,225,1,43154.471687500016,396,39,100000000000000,240
67,6,4,171,0,43154.54996875001,190,40,100000000000000,181
68,6,8,226,1,43157.80956250003,396,58,100000000000000,240
69,5,3,11,0,43158.976875000015,279,59,100000000000000,19
70,7,9,212,1,43159.799281250016,383,52,100000000000000,228
71,7,3,189,0,43164.859593750014,352,50,100000000000000,199
72,5,5,100,0,43165.60590625001,269,52,100000000000000,110
73,5,5,172,0,43166.550968750016,341,51,100000000000000,182
74,6,3,27,0,43173.01093750002,392,45,100000000000000,36
75,5,9,128,1,43173.059343750014,297,43,100000000000000,142
76,4,9,65,1,43173.63100000002,233,49,100000000000000,78
77,5,5,85,0,43174.00943750002,254,43,100000000000000,95
78,5,5,38,0,43175.47737500002,207,36,100000000000000,48
79,4,4,97,0,43176.28037500002,334,29,100000000000000,105
80,5,5,36,0,43176.87809375001,205,42,100000000000000,46
81,5,5,106,0,43176.918125000026,275,53,100000000000000,116
82,4,5,36,0,43177.490687500016,204,55,100000000000000,45
83,6,5,23,0,43177.617125000026,193,38,100000000000000,34
84,5,9,226,1,43178.75081250002,395,56,100000000000000,240
85,5,5,48,0,43179.138937500014,217,50,100000000000000,58
86,7,5,94,0,43179.62415625002,265,56,100000000000000,106
87,6,5,229,0,43180.232343750016,399,54,100000000000000,240
88,5,5,224,0,43181.33171875002,393,57,100000000000000,234
89,5,5,39,0,43181.44387500001,208,60,100000000000000,49
90,5,5,10,0,43181.736906250015,179,43,100000000000000,20
91,5,5,177,0,43182.90996875001,346,43,100000000000000,187
92,4,9,225,1,43182.96846875002,393,51,100000000000000,238
93,7,5,112,0,43184.37503125002,283,43,100000000000000,124
94,5,4,9,0,43186.39862500003,269,44,100000000000000,18
95,4,6,13,0,43187.26125000002,181,48,100000000000000,23
96,6,5,184,0,43188.62578125001,354,47,100000000000000,195
97,6,6,231,0,43190.13065625002,401,50,100000000000000,243
98,7,5,228,0,43190.55368750002,399,54,100000000000000,240
99,6,5,229,0,43190.85821875002,399,54,100000000000000,240
100,7,5,83,0,43191.76031250002,254,60,100000000000000,95
101,6,4,10,0,43192.36700000001,392,47,100000000000000,20
102,7,5,97,0,43192.455562500014,268,55,100000000000000,109
