,t1,t2,t3,t4,energy,old duration,lost,dead,duration
0,6,5,109,1,43905.495384375,279,44,100000000000000,120
1,5,3,170,0,43905.573584374986,372,52,100000000000000,178
2,7,4,149,0,43905.667921875014,386,39,100000000000000,160
3,6,5,166,1,43905.783862500015,336,43,100000000000000,177
4,5,5,182,1,43906.84389062499,351,65,100000000000000,192
5,4,4,105,0,43907.33097499998,288,62,100000000000000,113
6,4,6,76,1,43907.54515625002,244,56,100000000000000,86
7,4,4,15,0,43908.3933625,300,59,100000000000000,23
8,6,6,218,1,43908.579265625,388,60,100000000000000,230
9,4,6,202,1,43908.808049999985,370,43,100000000000000,212
10,7,6,226,1,43909.007490625,397,51,100000000000000,239
11,6,6,18,1,43909.01236875,188,67,100000000000000,30
12,4,4,8,0,43909.038921875,279,45,100000000000000,16
13,5,6,229,1,43909.083950000015,398,51,100000000000000,240
14,5,4,86,0,43909.16576562502,201,57,100000000000000,95
15,7,6,227,1,43909.3884125,398,49,100000000000000,240
16,6,5,31,1,43909.45154375,201,43,100000000000000,42
17,6,5,71,1,43909.523634375,241,48,100000000000000,82
18,4,5,231,1,43909.60585625,399,43,100000000000000,240
19,7,4,229,0,43909.62548125001,364,60,100000000000000,240
20,4,5,9,1,43909.697859375,177,46,100000000000000,18
21,6,4,213,0,43910.51210000002,253,72,100000000000000,223
22,5,5,90,1,43910.659259375,259,49,100000000000000,100
23,6,5,11,1,43910.717871875015,181,38,100000000000000,22
24,4,4,27,0,43911.34397187499,389,57,100000000000000,35
25,6,4,121,0,43911.419534375,358,35,100000000000000,131
26,6,5,11,1,43911.586515625015,181,33,100000000000000,22
27,4,7,148,1,43912.124262500016,316,57,100000000000000,159
28,5,6,17,1,43912.192378125015,186,53,100000000000000,28
29,7,4,230,0,43912.23662499998,180,49,100000000000000,241
30,4,6,36,1,43912.251053125015,204,59,100000000000000,46
31,5,7,67,1,43912.59528125002,236,43,100000000000000,79
32,4,4,156,0,43912.602546875016,368,54,100000000000000,164
33,5,4,231,0,43912.640421875,246,45,100000000000000,240
34,6,6,12,1,43912.948903125,182,58,100000000000000,24
35,6,7,13,1,43912.9955875,183,50,100000000000000,26
36,5,4,230,0,43913.28261875,276,55,100000000000000,239
37,4,7,228,1,43913.319571875,396,53,100000000000000,239
38,5,4,177,0,43913.47883750001,206,48,100000000000000,186
39,5,4,130,0,43914.08134375,337,59,100000000000000,139
40,7,4,40,0,43914.64764687501,210,53,100000000000000,51
41,4,7,229,1,43914.806337499984,397,46,100000000000000,240
42,5,4,40,0,43915.00198125,244,55,100000000000000,49
43,5,3,8,0,43915.10783437501,394,48,100000000000000,16
44,6,8,14,1,43915.391728125,184,61,100000000000000,28
45,6,7,106,1,43915.49948750001,276,50,100000000000000,119
46,7,4,229,0,43915.502725,368,47,100000000000000,240
47,6,4,41,0,43915.84762812501,270,48,100000000000000,51
48,5,8,138,1,43916.02432187501,307,50,100000000000000,151
49,4,4,232,0,43917.102003124994,262,51,100000000000000,240
50,6,4,59,0,43917.525946875016,314,48,100000000000000,69
51,6,4,10,0,43917.89659375,381,64,100000000000000,20
52,6,4,86,0,43917.9229125,333,53,100000000000000,96
53,6,8,132,1,43917.927281249984,302,69,100000000000000,146
54,7,8,225,1,43918.20998125002,396,40,100000000000000,240
55,7,4,139,0,43918.489140625,303,40,100000000000000,150
56,4,8,66,1,43918.498825,234,43,100000000000000,78
57,4,4,111,0,43918.681568749984,299,48,100000000000000,119
58,4,9,138,1,43918.706515625,306,37,100000000000000,151
59,4,4,232,0,43918.734537500015,282,44,100000000000000,240
60,4,4,15,0,43918.8544,286,50,100000000000000,23
61,4,4,15,0,43918.95809062501,323,61,100000000000000,23
62,6,4,140,0,43919.148171874986,201,40,100000000000000,150
63,7,8,67,1,43919.7480875,238,49,100000000000000,82
64,6,5,13,0,43920.01302187501,183,44,100000000000000,24
65,6,5,48,0,43920.742475000014,218,45,100000000000000,59
66,7,9,9,1,43921.03852187499,180,48,100000000000000,25
67,4,5,78,0,43921.09224375,246,40,100000000000000,87
68,6,9,110,1,43921.321618750015,280,53,100000000000000,125
69,5,5,164,0,43921.335075,333,41,100000000000000,174
70,6,5,109,0,43921.48834374999,279,45,100000000000000,120
71,6,4,9,0,43921.593496875,344,44,100000000000000,19
72,5,5,10,0,43921.6576,179,50,100000000000000,20
73,4,9,149,1,43921.71470937499,317,42,100000000000000,162
74,4,9,139,1,43921.72938750002,307,60,100000000000000,152
75,5,5,10,0,43921.80451875,179,50,100000000000000,20
76,7,5,228,0,43921.93678125001,399,53,100000000000000,240
77,5,5,230,0,43922.271284375,399,52,100000000000000,240
78,6,5,131,0,43922.44007500001,301,32,100000000000000,142
79,4,5,158,0,43922.481171875,326,56,100000000000000,167
80,7,5,135,0,43922.531587500016,306,53,100000000000000,147
81,4,5,142,0,43922.64561875,310,46,100000000000000,151
82,4,5,9,0,43922.81981875002,177,40,100000000000000,18
83,6,5,136,0,43922.88828125,306,59,100000000000000,147
84,5,5,170,0,43922.985596875,339,58,100000000000000,180
85,5,5,10,0,43923.015337499986,179,55,100000000000000,20
86,7,5,228,0,43923.07856875002,399,52,100000000000000,240
87,6,5,9,0,43923.10700625,179,50,100000000000000,20
88,5,5,230,0,43923.160490625,399,63,100000000000000,240
