,pop,energy,duration,lost,dead
0,[    7     9 11749     1],45983.5245891563,19036,0,100000000000000
1,[   7    9 7683    0],45994.91759825001,28876,0,100000000000000
2,[    7     8 15610     0],45980.667354562574,18958,0,100000000000000
3,[   7    9 3170    0],45987.92025100004,26925,0,100000000000000
4,[    7     9 15445     1],45980.25125350007,30452,0,100000000000000
5,[   7    9 6433    0],45978.78331137508,26203,0,100000000000000
6,[   7    7 8949    1],45996.26100459377,16319,0,100000000000000
7,[ 7  9 16  0],45992.86278403127,25340,0,100000000000000
8,[    7     9 10021     1],45987.99122740629,19276,0,100000000000000
9,[   7    7 7759    0],45985.61323800005,23238,0,100000000000000
10,[   7    9 9960    1],45994.55951753126,21597,0,100000000000000
11,[   7    9 6397    1],45993.12746156253,20782,0,100000000000000
12,[    7     9 15609     0],45989.13351890629,15854,0,100000000000000
13,[   7    9 3611    0],45987.34107934379,16532,0,100000000000000
14,[    7     8 15610     0],45990.42018631252,30468,0,100000000000000
15,[   7    7 4992    1],45989.91925087502,16544,0,100000000000000
16,[    7     9 15609     0],45985.1220191563,24820,0,100000000000000
17,[   7    8 3288    1],45992.36435112503,22487,0,100000000000000
18,[    7     9 11777     1],45992.80469159377,21386,0,100000000000000
19,[   7    9 6432    0],45984.52887656255,15172,0,100000000000000
20,[  5   9 661   1],45994.39796112502,15682,0,100000000000000
21,[    3     3 15392     0],45979.70488965632,30411,0,100000000000000
22,[    7     8 15610     0],45991.46055509377,30633,0,100000000000000
23,[    7     6 10515     1],45996.380161,25538,0,100000000000000
24,[    6     9 11752     0],45990.98068859378,26774,0,100000000000000
25,[    7     7 15611     0],45993.42269184375,30634,0,100000000000000
26,[   6    7 7650    0],45995.50269900001,22672,0,100000000000000
27,[    6     7 10318     0],45993.830631968776,25340,0,100000000000000
28,[   4    9 4254    1],45993.27491300002,19274,0,100000000000000
29,[  2   6 204   1],45983.40709281255,15222,0,100000000000000
30,[   7    7 8405    1],45992.38180781253,23428,0,100000000000000
31,[   4    7 9243    0],45991.30308912503,24263,0,100000000000000
32,[   6    9 3342    1],45994.80174475002,18364,0,100000000000000
33,[  4   6 516   1],45990.08822487503,15536,0,100000000000000
34,[    7     9 15446     1],45997.645542843755,30469,0,100000000000000
35,[   3    4 8728    1],45986.761975250054,23747,0,100000000000000
36,[   5    5 7265    0],45990.89985365629,22286,0,100000000000000
37,[   7    7 5399    1],45995.18614390625,20422,0,100000000000000
38,[   4    5 3171    0],45987.3640762813,18191,0,100000000000000
39,[   7    7 2503    1],45994.52112740626,17526,0,100000000000000
40,[    7     7 12105     1],45997.6515835625,27128,0,100000000000000
41,[ 7  6 12  0],45993.74483621877,15035,0,100000000000000
42,[   7    4 7842    1],45988.95614900004,22865,0,100000000000000
43,[   4    7 7936    0],45990.04792993754,22956,0,100000000000000
44,[    7     9 11752     0],45995.29456878125,26775,0,100000000000000
45,[   6    5 4252    1],45993.55845543752,19274,0,100000000000000
46,[   6    4 2717    1],45989.20563834379,17739,0,100000000000000
47,[    6     7 10351     0],45990.795491906276,25373,0,100000000000000
